Ticker,Name,"OPM
","Mcap
","DivY
","ICB_sector
","ICB_supersector
","P/B
","P/E
"
8136 JT Equity,Sanrio Co Ltd,11.0143261,1.78E+11,2.748625687,Durable Household Products,Personal & Household Goods,3.399785995,53.33155441
8244 JT Equity,Kintetsu Department Store Co Ltd,1.149067044,1.55E+11,,Broadline Retailers,Retail,4.808805943,53.31852341
8217 JT Equity,Okuwa Co Ltd,0.826130986,53968097280,2.179379715,Food Retailers & Wholesalers,Retail,0.686424732,53.17584229
9010 JT Equity,Fuji Kyuko Co Ltd,9.549935341,1.53E+11,0.548401275,Recreational Services,Travel & Leisure,5.511811733,53.15589523
6539 JT Equity,Matching Service Japan Co Ltd,40.04248047,41687519232,,Business Training Employment Agency,Industrial Goods & Services,7.750463486,53.15194321
6754 JT Equity,Anritsu Corp,4.831293106,1.84E+11,1.099452801,Telecommunications Equipment,Technology,2.368615866,52.8630867
9715 JT Equity,Transcosmos Inc,3.334516048,1.41E+11,1.449652778,Computer Services,Technology,1.695917368,51.78552246
7709 JT Equity,Kubotek Corp,0.956000984,7357559808,,Electronic Equipment,Industrial Goods & Services,6.237607002,51.70067978
9504 JT Equity,Chugoku Electric Power Co Inc/The,2.875757933,4.81E+11,3.855050116,Conventional Electricity,Utilities,0.778366625,51.44783783
2540 JT Equity,Yomeishu Seizo Co Ltd,14.757864,40342499328,,Distillers & Vintners,Food & Beverage,0.827281356,51.18810654
4985 JT Equity,Earth Corp,2.479163885,1.11E+11,,Specialty Chemicals,Chemicals,2.47156477,50.36630249
7743 JT Equity,Seed Co Ltd/Tokyo,6.207816124,68157759488,0.467914439,Medical Supplies,Health Care,6.181924343,50.27895355
2326 JT Equity,Digital Arts Inc,36.06170273,61973204992,0.649942987,Software,Technology,10.61282635,50.21183777
4062 JT Equity,Ibiden Co Ltd,2.67996192,2.35E+11,2.102102102,Electrical Components & Equipment,Industrial Goods & Services,0.80705446,50.18083191
7955 JT Equity,Cleanup Corp,1.749940991,31826018304,,Durable Household Products,Personal & Household Goods,0.579590917,50.14749527
8182 JT Equity,Inageya Co Ltd,0.961739004,92243730432,,Food Retailers & Wholesalers,Retail,1.524659753,49.97162247
6858 JT Equity,ONO Sokki Co Ltd,1.514642954,10800000000,,Electronic Equipment,Industrial Goods & Services,0.666978359,49.69801331
9993 JT Equity,Yamazawa Co Ltd,1.013972044,19444502528,,Food Retailers & Wholesalers,Retail,0.659340382,49.60295486
6047 JT Equity,Gunosy Inc,19.60465622,56217124864,,Software,Technology,6.203762054,49.37119675
4151 JT Equity,Kyowa Hakko Kirin Co Ltd,17.10679626,1.37E+12,1.229224972,Pharmaceuticals,Health Care,2.091281891,49.29402161
4098 JT Equity,Titan Kogyo Ltd,0.601266026,7632645120,,Commodity Chemicals,Chemicals,1.353290677,49.24790192
2181 JT Equity,Persol Holdings Co Ltd,5.643459797,6.78E+11,0.623990903,Business Training Employment Agency,Industrial Goods & Services,4.577510834,48.99914169
6869 JT Equity,Sysmex Corp,20.68875885,1.92E+12,0.654163961,Medical Equipment,Health Care,8.120467186,48.89573288
2593 JT Equity,Ito En Ltd,4.575657845,3.78E+11,0.943396226,Soft Drinks,Food & Beverage,3.574262619,48.88058853
3092 JT Equity,Start Today Co Ltd,34.42026138,9.24E+11,0.986941988,Broadline Retailers,Retail,24.9160862,48.13372421
7752 JT Equity,Ricoh Co Ltd,1.669870973,8.25E+11,1.35501355,Electronic Office Equipment,Technology,0.735767782,48.02602768
3649 JT Equity,FINDEX Inc,16.50196838,17777375232,1.029411765,Software,Technology,6.230460644,47.85362625
4516 JT Equity,Nippon Shinyaku Co Ltd,15.46856213,5.06E+11,0.768055545,Pharmaceuticals,Health Care,3.885001659,47.85007095
7727 JT Equity,Oval Corp,3.180133104,7932539904,,Electronic Equipment,Industrial Goods & Services,0.54456085,47.71653748
7550 JT Equity,Zensho Holdings Co Ltd,3.451108932,3.72E+11,0.723472669,Restaurants & Bars,Travel & Leisure,5.293076992,47.5807991
6099 JT Equity,Elan Corp,5.902533054,31395000320,0.535714286,Health Care Providers,Health Care,8.977525711,47.48982239
1433 JT Equity,Besterra Co Ltd,8.584222794,12546506752,1.231691079,Heavy Construction,Construction & Materials,5.37833786,47.43857193
7731 JT Equity,Nikon Corp,0.103299998,7.61E+11,1.571032622,Recreational Products,Personal & Household Goods,1.309477925,46.89893723
2222 JT Equity,Kotobuki Spirits Co Ltd,11.82431412,1.62E+11,0.63583815,Food Products,Food & Beverage,11.02228928,46.61397552
6054 JT Equity,Livesense Inc,3.497575998,14293088256,,Specialized Consumer Services,Retail,4.179134846,46.60550308
6059 JT Equity,Uchiyama Holdings Co Ltd,3.071152925,13468512256,,Health Care Providers,Health Care,0.786301613,46.56203079
3046 JT Equity,JINS Inc,10.7074194,1.35E+11,0.861209992,Medical Supplies,Health Care,7.596142769,46.34669113
8715 JT Equity,Anicom Holdings Inc,8.599626541,65941487616,0.136612022,Life Insurance,Insurance,5.013681412,46.34378052
3669 JT Equity,Mobile Create Co Ltd,4.428631783,8637785088,,Telecommunications Equipment,Technology,1.807643533,46.33540344
8200 JT Equity,Ringer Hut Co Ltd,6.38868618,64022937600,0.895765472,Restaurants & Bars,Travel & Leisure,3.071217775,45.83457947
5453 JT Equity,Toyo Kohan Co Ltd,2.372956991,72273600512,0.69735007,Iron & Steel,Basic Resources,0.812001944,45.78544235
2491 JT Equity,ValueCommerce Co Ltd,13.16258526,49465884672,,Media Agencies,Media,6.630177975,45.72830963
4924 JT Equity,Ci:z Holdings Co Ltd,19.96080017,2.59E+11,1.146616541,Personal Products,Personal & Household Goods,8.102256775,45.21118546
9832 JT Equity,Autobacs Seven Co Ltd,2.856890917,1.68E+11,2.994011976,Specialty Retailers,Retail,1.286654949,45.01347733
1435 JT Equity,Tateru Inc,8.801736832,1.82E+11,0.490682602,Media Agencies,Media,19.07470322,44.96403122
6920 JT Equity,Lasertec Corp,28.56015205,1.89E+11,0.741033637,Semiconductors,Technology,7.014983654,44.90047073
2792 JT Equity,Honeys Holdings Co Ltd,4.285092831,28430100480,,Clothing & Accessories,Personal & Household Goods,0.966308713,44.86219788
8769 JT Equity,Advantage Risk Management Co Ltd,15.88847923,25015932928,0.616438356,Business Training Employment Agency,Industrial Goods & Services,10.16546249,44.26925659
2810 JT Equity,House Foods Group Inc,4.33808279,3.79E+11,0.976933514,Food Products,Food & Beverage,1.522474408,44.20320129
2428 JT Equity,Wellnet Corp,10.71277237,21669799936,,Financial Administration,Industrial Goods & Services,2.606069803,44.16765594
7630 JT Equity,Ichibanya Co Ltd,9.52620697,1.41E+11,1.746031746,Restaurants & Bars,Travel & Leisure,4.677032948,44.14104843
6630 JT Equity,YA-MAN Ltd,17.53644943,1.46E+11,0.143712571,Personal Products,Personal & Household Goods,12.57696724,43.38639069
2597 JT Equity,Unicafe Inc,2.809384108,15325465600,,Soft Drinks,Food & Beverage,1.98978281,43.349823
6048 JT Equity,Designone Japan Inc,29.92453194,19877218304,,Media Agencies,Media,7.616654873,43.20866013
4922 JT Equity,Kose Corp,14.67975235,1.27E+12,0.639167891,Personal Products,Personal & Household Goods,6.818677425,43.20821381
2686 JT Equity,Gfoot Co Ltd,2.300528049,32456493056,,Apparel Retailers,Retail,1.252156138,43.20253372
2590 JT Equity,DyDo Group Holdings Inc,2.832340956,1.08E+11,0.923076923,Soft Drinks,Food & Beverage,1.197019339,42.78905487
4967 JT Equity,Kobayashi Pharmaceutical Co Ltd,14.62417316,7.06E+11,0.692993013,Pharmaceuticals,Health Care,4.419282436,42.77495575
8181 JT Equity,Totenko Co Ltd,-2.307884932,4888454656,,Restaurants & Bars,Travel & Leisure,0.482453257,42.72542572
7730 JT Equity,Mani Inc,24.82221413,1.52E+11,0.905543289,Medical Supplies,Health Care,4.310814381,42.47066116
4921 JT Equity,Fancl Corp,2.33009696,2.61E+11,1.44638404,Personal Products,Personal & Household Goods,3.427583218,42.42488098
3180 JT Equity,Beauty Garage Inc,5.764073849,17516480512,,Specialized Consumer Services,Retail,7.570499897,42.2868042
3632 JT Equity,Gree Inc,12.23362827,1.42E+11,1.20772618,Specialized Consumer Services,Retail,1.242109299,42.2808609
4519 JT Equity,Chugai Pharmaceutical Co Ltd,18.52006531,3.13E+12,1.22358851,Pharmaceuticals,Health Care,4.619191647,42.02059555
3387 JT Equity,Create Restaurants Holdings Inc,5.15925312,1.16E+11,0.868623808,Restaurants & Bars,Travel & Leisure,5.826972485,41.93989182
3457 JT Equity,House Do Co Ltd,7.413818836,34807500800,0.683760684,Software,Technology,5.694882393,41.80021667
9416 JT Equity,Vision Inc/Tokyo Japan,10.18821144,50543190016,,Fixed Line Telecommunications,Telecommunications,5.886202812,41.7844162
6620 JT Equity,Miyakoshi Holdings Inc,58.54251099,21850877952,,Consumer Electronics,Personal & Household Goods,1.739833117,41.7311554
6097 JT Equity,Nippon View Hotel Co Ltd,6.749590874,15277071360,,Hotels,Travel & Leisure,1.181961298,41.53557205
4249 JT Equity,Moriroku Holdings Co Ltd,3.719301939,48709120000,2.78551532,Specialty Chemicals,Chemicals,0.812630117,41.44898224
3002 JT Equity,Gunze Ltd,3.079535961,1.33E+11,1.340694006,Clothing & Accessories,Personal & Household Goods,1.025768161,41.34602737
7864 JT Equity,Fuji Seal International Inc,6.876970768,2.55E+11,0.541813899,Containers & Packaging,Industrial Goods & Services,2.762133598,41.30984879
8153 JT Equity,MOS Food Services Inc,6.575415134,1.03E+11,,Restaurants & Bars,Travel & Leisure,2.082926512,41.18321991
3676 JT Equity,Hearts United Group Co Ltd,12.3449316,43624599552,0.629791895,Computer Services,Technology,12.44036007,41.07062531
3844 JT Equity,Comture Corp,10.95655537,66342375424,0.787151545,Computer Services,Technology,13.02797127,40.94834518
9474 JT Equity,Zenrin Co Ltd,7.322852135,1.25E+11,1.071166175,Publishing,Media,2.912499189,40.92959213
4919 JT Equity,Milbon Co Ltd,15.97657299,1.58E+11,1.028331584,Personal Products,Personal & Household Goods,5.015831947,40.87286758
7494 JT Equity,Konaka Co Ltd,2.545134068,18096224256,,Apparel Retailers,Retail,0.351299375,40.8579483
9880 JT Equity,Innotech Corp,3.463289976,23520602112,1.549186677,Semiconductors,Technology,0.929370284,40.81697083
3920 JT Equity,Internetworking and Broadband Consulting,15.35770512,7968478720,,Computer Services,Technology,5.085879326,40.72568893
3788 JT Equity,GMO Cloud K.K.,8.693464279,26204012544,,Internet,Technology,4.945865154,40.61990356
9757 JT Equity,Funai Soken Holdings Inc,24.78792191,1.37E+11,1.285046729,Business Support Services,Industrial Goods & Services,6.019719124,40.51623535
9468 JT Equity,Kadokawa Dwango Corp,4.092514992,79895355392,1.774622893,Publishing,Media,0.684913039,40.45225906
7974 JT Equity,Nintendo Co Ltd,6.003333092,6.41E+12,1.208829442,Toys,Personal & Household Goods,4.046215534,40.35290909
4661 JT Equity,Oriental Land Co Ltd/Japan,23.68445206,3.85E+12,0.378071834,Recreational Services,Travel & Leisure,4.881868839,40.31397629
6482 JT Equity,Yushin Precision Equipment Co Ltd,10.920084,57733668864,1.018518519,Industrial Machinery,Industrial Goods & Services,2.179963589,40.19352341
3666 JT Equity,Tecnos Japan Inc,12.23504734,20012400640,1.936799185,Business Support Services,Industrial Goods & Services,6.229965687,40.13911819
6617 JT Equity,Takaoka Toko Co Ltd,3.696074009,27913863168,2.915451895,Electrical Components & Equipment,Industrial Goods & Services,0.590304196,39.8466568
2904 JT Equity,Ichimasa Kamaboko Co Ltd,3.828785896,23534940160,,Food Products,Food & Beverage,2.173645258,39.73135757
6055 JT Equity,Japan Material Co Ltd,20.41691208,1.48E+11,0.613910548,Business Support Services,Industrial Goods & Services,8.294103622,39.7274437
3001 JT Equity,Katakura Industries Co Ltd,4.116055012,48737558528,,Diversified Industrials,Industrial Goods & Services,0.841440082,39.72445297
8920 JT Equity,Tosho Co Ltd,28.0203228,1.53E+11,0.323713918,Recreational Services,Travel & Leisure,6.0860672,39.60051727
8876 JT Equity,Relo Group Inc,6.466553211,4.18E+11,0.779725864,Real Estate Services,Real Estate,9.285104752,39.4577446
1605 JT Equity,Inpex Corp,38.47703171,2.04E+12,1.290785228,Exploration & Production,Oil & Gas,0.683237076,39.43721771
6594 JT Equity,Nidec Corp,11.70096779,4.96E+12,0.570120324,Electrical Components & Equipment,Industrial Goods & Services,5.184841156,39.3969574
8174 JT Equity,Nippon Gas Co Ltd,11.13880444,2.48E+11,0.821917808,Gas Distribution,Utilities,3.221619368,39.18110657
7956 JT Equity,Pigeon Corp,18.92321205,5.77E+11,1.475237092,Personal Products,Personal & Household Goods,9.362969398,39.14822769
3658 JT Equity,eBook Initiative Japan Co Ltd,0.242577001,6498581504,,Specialty Retailers,Retail,2.093384027,38.91658401
4544 JT Equity,Miraca Holdings Inc,13.73693371,2.43E+11,3.29723732,Pharmaceuticals,Health Care,1.981826425,38.53152466
4343 JT Equity,Aeon Fantasy Co Ltd,8.272647858,1.15E+11,0.854202388,Recreational Services,Travel & Leisure,4.119496346,38.47296143
2209 JT Equity,Imuraya Group Co Ltd,2.934093952,47241183232,,Food Products,Food & Beverage,3.105748177,38.44105911
6861 JT Equity,Keyence Corp,53.04350281,7.59E+12,0.203304495,Electronic Equipment,Industrial Goods & Services,5.712583065,38.42934036
6875 JT Equity,Megachips Corp,2.857048035,80749592576,0.970042796,Semiconductors,Technology,2.415808439,38.36051178
3529 JT Equity,Atsugi Co Ltd,4.467162132,21095233536,,Clothing & Accessories,Personal & Household Goods,0.395100147,38.21775818
4310 JT Equity,Dream Incubator Inc,3.55913496,28930740224,,Specialty Finance,Financial Services,2.542058945,38.14322662
2749 JT Equity,JP-Holdings Inc,5.127035141,26794067968,0.983606557,Restaurants & Bars,Travel & Leisure,3.565953493,38.09167099
3004 JT Equity,Shinyei Kaisha,2.25555706,5785560064,,Clothing & Accessories,Personal & Household Goods,1.326969147,38.0667038
4927 JT Equity,Pola Orbis Holdings Inc,15.91298771,1.07E+12,1.738477995,Personal Products,Personal & Household Goods,5.192370892,38.0226593
9704 JT Equity,AGORA Hospitality Group Co Ltd,-0.416651994,10141521920,,Hotels,Travel & Leisure,1.111337066,37.89473724
9983 JT Equity,Fast Retailing Co Ltd,9.326517105,4.97E+12,0.827685096,Apparel Retailers,Retail,6.001520634,37.87811661
2801 JT Equity,Kikkoman Corp,8.166116714,9.01E+11,0.907558944,Food Products,Food & Beverage,3.212154865,37.82662582
6855 JT Equity,Japan Electronic Materials Corp,0.896789014,8027894272,1.849405548,Semiconductors,Technology,0.766439855,37.81407928
4928 JT Equity,Noevir Holdings Co Ltd,18.3320179,2.58E+11,2.119205298,Personal Products,Personal & Household Goods,5.71155262,37.8048172
2922 JT Equity,Natori Co Ltd,4.59629488,28861841408,1.041666667,Food Products,Food & Beverage,1.24521184,37.78783417
3521 JT Equity,Econach Holdings Co Ltd,5.579085827,5212905472,,Real Estate Services,Real Estate,1.498056889,37.77089691
6078 JT Equity,Value HR Co Ltd,14.57958984,11407491072,,Health Care Providers,Health Care,5.066430569,37.74992752
4828 JT Equity,Toyo Business Engineering Corp,5.383431911,10878000128,,Computer Services,Technology,2.938101768,37.72367859
2389 JT Equity,OPT Holding Inc,2.692424059,38775214080,0.85995086,Media Agencies,Media,2.419287443,37.27959824
3031 JT Equity,Raccoon Co Ltd,17.8362236,11550427136,0.881410256,Apparel Retailers,Retail,5.343613148,37.25373077
7408 JT Equity,Jamco Corp,2.605262995,63801937920,,Aerospace,Industrial Goods & Services,2.230801582,37.03414917
3916 JT Equity,Digital Information Technologies Corp,6.365672112,19346272256,0.801282051,Computer Services,Technology,7.886677265,36.88488388
6093 JT Equity,Escrow Agent Japan Co Ltd,23.97203827,17651056640,0.956937799,Real Estate Services,Real Estate,6.654880524,36.39846802
5726 JT Equity,OSAKA Titanium Technologies Co Ltd,5.232261181,73268797440,0.577599196,Nonferrous Metals,Basic Resources,2.061049461,36.39387894
5440 JT Equity,Kyoei Steel Ltd,5.459926128,90201546752,1.991040319,Iron & Steel,Basic Resources,0.624203563,36.13959503
8919 JT Equity,Katitas Co Ltd,8.119167328,1.35E+11,1.127325546,Home Construction,Personal & Household Goods,11.04677582,35.85200882
4686 JT Equity,Justsystems Corp,27.4815712,1.68E+11,,Software,Technology,4.275550842,35.71623611
3445 JT Equity,RS Technologies Co Ltd,27.98824692,88213766144,0.140646976,Electrical Components & Equipment,Industrial Goods & Services,13.70983601,35.67217636
8127 JT Equity,Yamato International Inc,4.041716099,12653943808,2.188552189,Clothing & Accessories,Personal & Household Goods,0.688883364,35.4203949
4369 JT Equity,Tri Chemical Laboratories Inc,24.79474831,40545112064,0.500963391,Specialty Chemicals,Chemicals,7.966604233,35.38821411
9706 JT Equity,Japan Airport Terminal Co Ltd,4.63379097,3.55E+11,0.975029727,Transportation Services,Industrial Goods & Services,2.608616352,35.30942917
3175 JT Equity,AP Co Co Ltd,1.207136035,5905140736,,Restaurants & Bars,Travel & Leisure,1.490949273,35.20814896
4612 JT Equity,Nippon Paint Holdings Co Ltd,12.38442802,1.32E+12,1.141140068,Specialty Chemicals,Chemicals,2.587362528,35.16228867
6506 JT Equity,Yaskawa Electric Corp,7.700761795,1.24E+12,1.117727723,Industrial Machinery,Industrial Goods & Services,5.261336327,35.1544838
8028 JT Equity,FamilyMart UNY Holdings Co Ltd,2.12232399,1.16E+12,1.335312174,Food Retailers & Wholesalers,Retail,2.126640797,35.14661026
6472 JT Equity,NTN Corp,5.213016033,2.43E+11,3.167631542,Industrial Machinery,Industrial Goods & Services,0.942082882,35.13097382
9740 JT Equity,Central Security Patrols Co Ltd,3.227652073,48006082560,0.925925926,Business Support Services,Industrial Goods & Services,2.079159498,35.13032913
3082 JT Equity,Kichiri & Co Ltd,3.601495028,7606838272,,Restaurants & Bars,Travel & Leisure,3.91096282,35.05104446
2130 JT Equity,Members Co Ltd,7.639962196,15645328384,0.766129032,Media Agencies,Media,5.699285984,34.99858856
7487 JT Equity,Ozu Corp,1.661908031,19670943744,,Nondurable Household Products,Personal & Household Goods,1.331269383,34.98874664
2267 JT Equity,Yakult Honsha Co Ltd,9.85469532,1.31E+12,0.479400545,Food Products,Food & Beverage,3.266964674,34.97271729
8698 JT Equity,Monex Group Inc,2.802529097,1.54E+11,2.246503563,Investment Services,Financial Services,1.889838219,34.79318619
2579 JT Equity,Coca-Cola Bottlers Japan Holdings Inc,4.650232792,9.36E+11,1.180616706,Soft Drinks,Food & Beverage,1.478821993,34.74932861
7309 JT Equity,Shimano Inc,19.1634903,1.33E+12,1.082265508,Recreational Products,Personal & Household Goods,3.100026608,34.69978333
6965 JT Equity,Hamamatsu Photonics KK,17.50948334,6.82E+11,0.847665848,Electronic Equipment,Industrial Goods & Services,3.449395657,34.67252731
4745 JT Equity,Tokyo Indiv Educ,13.73766518,60480659456,2.513464991,Specialized Consumer Services,Retail,7.044279099,34.669487
3221 JT Equity,Yossix Co Ltd,9.015476227,37661851648,0.328317373,Restaurants & Bars,Travel & Leisure,7.3799963,34.65440369
6841 JT Equity,Yokogawa Electric Corp,8.07494545,6.00E+11,1.342882722,Electronic Equipment,Industrial Goods & Services,2.244338751,34.50725937
